# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.1             	U               	(-9.55417567e-02 -3.82918651e-01 -5.17500712e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(5.60157035e-01 1.29894156e+00 1.38500470e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.15            	p               	-1.38138670e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.15            	U               	(-1.40854750e-01 -3.96983426e-01 -5.17115775e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(5.31091935e-01 1.26300258e+00 1.39021060e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.2             	p               	-1.37213312e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.2             	U               	(-1.85364942e-01 -4.10814804e-01 -5.13534477e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(5.02358728e-01 1.22699778e+00 1.39255459e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.25            	p               	-1.36923022e+02	(5.77350269e-01 1.10000000e+01 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.25            	U               	(-2.33566945e-01 -4.25711903e-01 -5.12236842e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(4.73797651e-01 1.19049117e+00 1.39227135e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.3             	p               	-1.36619826e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.3             	U               	(-2.82904829e-01 -4.40830085e-01 -5.09264988e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(4.45432227e-01 1.15360609e+00 1.38726478e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.35            	p               	-1.36191000e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.35            	U               	(-3.31186310e-01 -4.55446837e-01 -5.04142791e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(4.16949802e-01 1.11489749e+00 1.37911822e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.4             	p               	-1.35082467e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.4             	U               	(-3.79539010e-01 -4.69903283e-01 -4.97934556e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(3.88583875e-01 1.07584191e+00 1.36666823e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.45            	p               	-1.32863713e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.45            	U               	(-4.25771640e-01 -4.83436532e-01 -4.88874766e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(3.61535093e-01 1.03721520e+00 1.34905874e-16)	(5.70259417e+01 1.48689905e+01 0.00000000e+00)
3.5             	p               	-1.30642173e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.5             	U               	(-4.70999645e-01 -4.96349938e-01 -4.79745431e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(1.67872988e-01 1.57448480e+00 2.58872309e-17)	(5.62552201e+01 1.32500711e+01 0.00000000e+00)
3.55            	p               	-1.28541404e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.55            	U               	(-5.14937923e-01 -5.08483926e-01 -4.70835980e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(1.03781720e-02 2.94842290e+00 7.33552029e-17)	(5.28541543e+01 -2.90217140e+00 0.00000000e+00)
3.6             	p               	-1.26433814e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.6             	U               	(-5.57530413e-01 -5.19745448e-01 -4.61848136e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.10124145e-02 3.09230570e+00 1.38705062e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.65            	p               	-1.23950885e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.65            	U               	(-5.98897205e-01 -5.29892057e-01 -4.51640896e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.09860199e-02 3.09294504e+00 1.35943785e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.7             	p               	-1.21087721e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.7             	U               	(-6.39243464e-01 -5.38715631e-01 -4.40069187e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.09265417e-02 3.09356321e+00 1.32759183e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.75            	p               	-1.18413157e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.75            	U               	(-6.78571212e-01 -5.46099030e-01 -4.29284057e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.08393750e-02 3.09416543e+00 1.30341851e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.8             	p               	-1.14266372e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.8             	U               	(-7.16822067e-01 -5.51914317e-01 -4.13107332e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.07419223e-02 3.09475042e+00 1.25069276e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.85            	p               	-1.10399731e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.85            	U               	(-7.54058353e-01 -5.56087549e-01 -3.98031101e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.06321058e-02 3.09531652e+00 1.20763760e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.9             	p               	-1.06486159e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.9             	U               	(-7.90060962e-01 -5.58469154e-01 -3.82722976e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.05190558e-02 3.09586356e+00 1.16548649e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
3.95            	p               	-1.02030887e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
3.95            	U               	(-8.24968639e-01 -5.59045145e-01 -3.65714567e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.03995896e-02 3.09638447e+00 1.11568239e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4               	p               	-9.73725265e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4               	U               	(-8.58824094e-01 -5.57789919e-01 -3.48116619e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.02771471e-02 3.09688098e+00 1.06525842e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.05            	p               	-9.25596407e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.05            	U               	(-8.91631407e-01 -5.54688137e-01 -3.30088720e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.01542549e-02 3.09735316e+00 1.01477618e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.1             	p               	-8.74556813e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.1             	U               	(-9.23382473e-01 -5.49744181e-01 -3.11114134e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-1.00364266e-02 3.09780126e+00 9.61209014e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.15            	p               	-8.20550277e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.15            	U               	(-9.54059242e-01 -5.42983922e-01 -2.91170587e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.92318109e-03 3.09822674e+00 9.03540082e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.2             	p               	-7.64435806e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.2             	U               	(-9.83631529e-01 -5.34454052e-01 -2.70579068e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.81541810e-03 3.09862581e+00 8.44218966e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.25            	p               	-7.05704784e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.25            	U               	(-1.01205437e+00 -5.24220820e-01 -2.49148854e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.71319958e-03 3.09899486e+00 7.81649178e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.3             	p               	-6.44532844e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.3             	U               	(-1.03926705e+00 -5.12368641e-01 -2.26944144e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.61418898e-03 3.09934114e+00 7.15574436e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.35            	p               	-5.81777436e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.35            	U               	(-1.06505623e+00 -4.98949565e-01 -2.04243104e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.51945923e-03 3.09966639e+00 6.49030932e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.4             	p               	-5.17340678e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.4             	U               	(-1.08920082e+00 -4.84053978e-01 -1.81016445e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.42482024e-03 3.09997141e+00 5.79940268e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.45            	p               	-4.51195495e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.45            	U               	(-1.11153004e+00 -4.67815076e-01 -1.57262349e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.33275262e-03 3.10025819e+00 5.09656289e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.5             	p               	-3.84049710e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.5             	U               	(-1.13187031e+00 -4.50372240e-01 -1.33089734e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.24147769e-03 3.10052791e+00 4.37887788e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.55            	p               	-3.15939702e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.55            	U               	(-1.15006074e+00 -4.31872371e-01 -1.08571091e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.14883649e-03 3.10078183e+00 3.64953110e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.6             	p               	-2.46535310e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.6             	U               	(-1.16577540e+00 -4.12406237e-01 -8.37663174e-17)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-9.05223876e-03 3.10102153e+00 2.91451955e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.65            	p               	-1.76401484e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.65            	U               	(-1.17887478e+00 -3.92119260e-01 -5.87587463e-17)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-8.95259459e-03 3.10124815e+00 2.16802998e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.7             	p               	-1.06232634e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
4.7             	U               	(-1.18942656e+00 -3.71219262e-01 -3.36468655e-17)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-8.84952655e-03 3.10146293e+00 1.41625865e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.75            	p               	-5.30916231e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	4.89065480e-01	(5.41414767e+01 1.63291381e+01 0.00000000e+00)
4.75            	U               	(-1.19723893e+00 -3.49809691e-01 -8.42292959e-18)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-8.73974102e-03 3.10166692e+00 6.62476507e-18)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
4.8             	p               	-1.68595473e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	5.57473578e+00	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
4.8             	U               	(-9.43355191e-01 -1.15457856e+00 -2.87952033e-18)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.66932158e-02 3.01447528e+00 5.96368622e-19)	(5.31874876e+01 -3.62944415e+00 0.00000000e+00)
4.85            	p               	-5.83013064e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.26082180e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
4.85            	U               	(-9.39189722e-01 -1.14875558e+00 -7.02669739e-18)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.31821557e-02 2.94416488e+00 4.59254335e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
4.9             	p               	-2.40724529e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.96242183e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
4.9             	U               	(-9.32251035e-01 -1.13940090e+00 -1.11729727e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.32632580e-02 2.94407735e+00 8.56392833e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
4.95            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	2.65992695e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
4.95            	U               	(-9.22580724e-01 -1.12654989e+00 -1.52908440e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.33459177e-02 2.94398035e+00 1.24937191e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5               	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.34916630e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5               	U               	(-9.10212678e-01 -1.11022840e+00 -1.93786453e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.34311284e-02 2.94387319e+00 1.63941501e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.05            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.02687303e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.05            	U               	(-8.95227508e-01 -1.09052349e+00 -2.34120187e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.35197836e-02 2.94375482e+00 2.02212042e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.1             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.69417937e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.1             	U               	(-8.77643650e-01 -1.06744366e+00 -2.74052827e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.36124252e-02 2.94362551e+00 2.39789848e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.15            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.34609300e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.15            	U               	(-9.85788084e-01 -1.05551686e+00 -5.54505944e-17)	(4.62268973e+01 1.14915454e+01 0.00000000e+00)	(1.37099091e-02 2.94348446e+00 2.76889589e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.2             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.98102338e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.2             	U               	(-9.58024172e-01 -1.04895820e+00 -6.24846211e-17)	(4.62268973e+01 1.14915454e+01 0.00000000e+00)	(1.38112922e-02 2.94333292e+00 3.12575068e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.25            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.59634893e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.25            	U               	(-9.28100445e-01 -1.04080272e+00 -6.93293583e-17)	(4.62268973e+01 1.14915454e+01 0.00000000e+00)	(1.39174679e-02 2.94317098e+00 3.47329307e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.3             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.19414644e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.3             	U               	(-8.95972952e-01 -1.03117215e+00 -7.60383231e-17)	(4.62268973e+01 1.14915454e+01 0.00000000e+00)	(1.40291683e-02 2.94299790e+00 3.81271526e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.35            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.76395158e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.35            	U               	(-8.61509947e-01 -1.02002881e+00 -8.23531463e-17)	(4.62268973e+01 1.14915454e+01 0.00000000e+00)	(1.41473352e-02 2.94281226e+00 4.13260678e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.4             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.32119979e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.4             	U               	(-1.04412114e+00 -8.85412487e-01 -5.98499327e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.42755143e-02 2.94261218e+00 4.46026088e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.45            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.84228403e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.45            	U               	(-1.01234311e+00 -8.70961267e-01 -6.38002780e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.44024498e-02 2.94240796e+00 4.75704384e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.5             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.33529334e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.5             	U               	(-9.80084862e-01 -8.56302611e-01 -6.76723702e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.45311915e-02 2.94219782e+00 5.03003112e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.55            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.80051132e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.55            	U               	(-9.48096746e-01 -8.42133867e-01 -7.14318025e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.46463921e-02 2.94200241e+00 5.29373497e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.6             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.02223452e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.6             	U               	(-7.77448926e-01 -6.79100672e-01 -7.87240067e-17)	(4.41766374e+01 1.22046099e+01 0.00000000e+00)	(1.47642980e-02 2.94180015e+00 5.52955166e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.65            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.05884613e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
5.65            	U               	(-7.38106809e-01 -6.59538852e-01 -8.15757551e-17)	(4.41766374e+01 1.22046099e+01 0.00000000e+00)	(1.48876844e-02 2.94158974e+00 5.72367682e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.7             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.09293826e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
5.7             	U               	(-8.95259102e-01 -5.58926063e-01 -9.63382133e-17)	(4.24359780e+01 1.68502954e+01 0.00000000e+00)	(1.50179040e-02 2.94136813e+00 5.90579836e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.75            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.13739101e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
5.75            	U               	(-8.44672086e-01 -5.23872536e-01 -1.01292685e-16)	(4.24359780e+01 1.68502954e+01 0.00000000e+00)	(1.51535161e-02 2.94113618e+00 6.22028568e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.8             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.17660839e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
5.8             	U               	(-7.68462035e-01 -7.43812216e-01 -8.76898614e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.52936842e-02 2.94089754e+00 6.47537562e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.85            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.21060385e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
5.85            	U               	(-7.28044357e-01 -7.20133748e-01 -9.07534241e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.54370544e-02 2.94065249e+00 6.69185343e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
5.9             	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.24175103e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
5.9             	U               	(-6.85728607e-01 -6.94881142e-01 -9.37533498e-17)	(4.76635779e+01 1.19616742e+01 0.00000000e+00)	(1.55808099e-02 2.94040569e+00 6.90047413e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
