# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.3             	U               	(4.06454415e-01 -7.20241319e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.28865574e+00 2.02111781e+00 9.72926835e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.35            	p               	-5.78290724e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61496366e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.35            	U               	(4.07374203e-01 -7.01760368e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.28579426e+00 2.01728347e+00 9.71464655e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.4             	p               	-5.82200886e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62645684e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.4             	U               	(4.08270808e-01 -6.83715385e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.28292827e+00 2.01340426e+00 9.70489976e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.45            	p               	-5.86924482e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62294519e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.45            	U               	(4.09144746e-01 -6.66099584e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.28006961e+00 2.00949674e+00 9.68001300e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.5             	p               	-5.91168380e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61957091e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.5             	U               	(4.09996509e-01 -6.48905915e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27721790e+00 2.00555767e+00 9.66103987e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.55            	p               	-5.95618217e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62601682e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.55            	U               	(4.10826578e-01 -6.32127184e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27438955e+00 2.00161207e+00 9.61722362e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.6             	p               	-6.00020136e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63304522e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.6             	U               	(4.11635420e-01 -6.15756076e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27158652e+00 1.99766160e+00 9.57437198e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.65            	p               	-6.03551922e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.64129719e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.65            	U               	(4.12423479e-01 -5.99785092e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26879670e+00 1.99368490e+00 9.55748478e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.7             	p               	-6.07149626e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.64907433e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.7             	U               	(4.13191189e-01 -5.84206680e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26602223e+00 1.98968424e+00 9.54231419e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.75            	p               	-6.10633989e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.65696780e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.75            	U               	(4.13938990e-01 -5.69013383e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26326563e+00 1.98566283e+00 9.52538295e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.8             	p               	-6.14088563e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.66447785e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.8             	U               	(4.14667308e-01 -5.54197694e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26052891e+00 1.98162336e+00 9.50884215e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.85            	p               	-6.17587333e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.67159083e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.85            	U               	(4.15376627e-01 -5.39752763e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25781395e+00 1.97756870e+00 9.49101727e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.9             	p               	-6.20906896e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.67938076e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.9             	U               	(4.16067430e-01 -5.25671912e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25512362e+00 1.97350356e+00 9.47256491e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
3.95            	p               	-6.24194007e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.68622984e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
3.95            	U               	(4.16740238e-01 -5.11949062e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25245826e+00 1.96942882e+00 9.45242942e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4               	p               	-6.27523660e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.69130771e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4               	U               	(4.17395524e-01 -4.98577912e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24981845e+00 1.96534615e+00 9.43878119e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.05            	p               	-6.30726492e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.69649988e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.05            	U               	(4.18033734e-01 -4.85552140e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24720702e+00 1.96126145e+00 9.42254433e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.1             	p               	-6.33890270e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70093042e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.1             	U               	(4.18655285e-01 -4.72865369e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24462541e+00 1.95717883e+00 9.40826807e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.15            	p               	-6.36954147e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70534667e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.15            	U               	(4.19260623e-01 -4.60511771e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24207519e+00 1.95310271e+00 9.39287099e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.2             	p               	-6.39943299e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70915080e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.2             	U               	(4.19850264e-01 -4.48486456e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23955713e+00 1.94903658e+00 9.37772321e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.25            	p               	-6.42844518e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71266296e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.25            	U               	(4.20424537e-01 -4.36783029e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23707146e+00 1.94498301e+00 9.36168714e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.3             	p               	-6.45671354e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71582936e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.3             	U               	(4.20983722e-01 -4.25394862e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23461939e+00 1.94094663e+00 9.34719633e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.35            	p               	-6.48448339e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71819292e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.35            	U               	(4.21528093e-01 -4.14315434e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23220119e+00 1.93693058e+00 9.33283578e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.4             	p               	-6.51147771e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71996525e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.4             	U               	(4.22057916e-01 -4.03538364e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22981687e+00 1.93293777e+00 9.31779480e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.45            	p               	-6.53746558e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72157081e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.45            	U               	(4.22573429e-01 -3.93057191e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22746657e+00 1.92897139e+00 9.30273719e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.5             	p               	-6.56257326e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72279904e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.5             	U               	(4.23074545e-01 -3.82862389e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22515023e+00 1.92503399e+00 9.28827745e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.55            	p               	-6.58684413e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72319074e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.55            	U               	(4.23561047e-01 -3.72943318e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22286772e+00 1.92112792e+00 9.27408004e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.6             	p               	-6.61021113e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72334306e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.6             	U               	(4.24032726e-01 -3.63289612e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22061867e+00 1.91725513e+00 9.26032219e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.65            	p               	-6.63239168e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72332207e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.65            	U               	(4.24489389e-01 -3.53891227e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21840290e+00 1.91341766e+00 9.24514548e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.7             	p               	-6.65354756e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72242403e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.7             	U               	(4.24930858e-01 -3.44738442e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21622031e+00 1.90961783e+00 9.22960621e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.75            	p               	-6.67430484e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72053504e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.75            	U               	(4.25357000e-01 -3.35822142e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21407004e+00 1.90585648e+00 9.21710126e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.8             	p               	-6.69209393e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72635286e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.8             	U               	(4.25767669e-01 -3.27133245e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21194810e+00 1.90212950e+00 9.21443418e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.85            	p               	-6.71045707e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72685659e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.85            	U               	(4.26162748e-01 -3.18663109e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20985472e+00 1.89843966e+00 9.20677218e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.9             	p               	-6.72870024e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72588656e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.9             	U               	(4.26542133e-01 -3.10403361e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20778857e+00 1.89478720e+00 9.20046371e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
4.95            	p               	-6.74584937e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72501950e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
4.95            	U               	(4.26905747e-01 -3.02346037e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20574865e+00 1.89117291e+00 9.19428788e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
5               	p               	-6.76147763e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72442152e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5               	U               	(4.27253532e-01 -2.94483485e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20373423e+00 1.88759796e+00 9.18778548e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
5.05            	p               	-6.77531972e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72394794e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.05            	U               	(4.27585454e-01 -2.86808407e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20174348e+00 1.88406170e+00 9.18102734e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
5.1             	p               	-6.79000645e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72274429e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.1             	U               	(4.27901497e-01 -2.79313834e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20221041e+00 3.33277783e+00 9.65200633e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.15            	p               	-6.80558694e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72088766e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.15            	U               	(4.28201668e-01 -2.71993123e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20583255e+00 3.33690177e+00 9.67187461e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.2             	p               	-6.81938073e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71846066e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.2             	U               	(4.28486002e-01 -2.64840007e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20935091e+00 3.34078932e+00 9.68778708e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.25            	p               	-6.83484929e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71642974e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.25            	U               	(4.28754554e-01 -2.57848552e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21285362e+00 3.34452938e+00 9.70946257e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.3             	p               	-6.84660678e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71421304e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.3             	U               	(4.29007402e-01 -2.51013144e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21621848e+00 3.34801346e+00 9.72181622e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.35            	p               	-6.85486837e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71334113e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.35            	U               	(4.29244657e-01 -2.44328607e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.21945121e+00 3.35124740e+00 9.72724955e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.4             	p               	-6.86310585e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71263236e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.4             	U               	(4.29466416e-01 -2.37789745e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22256499e+00 3.35425174e+00 9.73375449e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.45            	p               	-6.87040338e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71190780e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.45            	U               	(4.29672662e-01 -2.31390317e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22555935e+00 3.35703298e+00 9.73901060e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.5             	p               	-6.87742980e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.71060608e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.5             	U               	(4.29863668e-01 -2.25126948e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.22843361e+00 3.35959604e+00 9.74450354e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.55            	p               	-6.88335292e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70975517e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.55            	U               	(4.30039619e-01 -2.18995529e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23119058e+00 3.36194937e+00 9.74838352e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.6             	p               	-6.89030094e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70775793e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.6             	U               	(4.30200698e-01 -2.12992069e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23383715e+00 3.36410645e+00 9.75547444e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.65            	p               	-6.89817001e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70522245e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.65            	U               	(4.30347108e-01 -2.07112820e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23638756e+00 3.36608772e+00 9.76559228e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.7             	p               	-6.89517828e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70542124e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.7             	U               	(4.30479063e-01 -2.01354274e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23877153e+00 3.36781176e+00 9.75101226e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.75            	p               	-6.89958285e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.70083735e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.75            	U               	(4.30596801e-01 -1.95713204e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24102540e+00 3.36931390e+00 9.75453679e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.8             	p               	-6.90397855e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.69635192e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.8             	U               	(4.30700564e-01 -1.90186522e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24315858e+00 3.37061179e+00 9.75900714e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.85            	p               	-6.90727958e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.69248860e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.85            	U               	(4.30790598e-01 -1.84771271e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24517410e+00 3.37171498e+00 9.76185466e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
5.9             	p               	-6.90775796e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.69162362e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
5.9             	U               	(4.30867223e-01 -1.79465293e-02 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24708294e+00 3.37264184e+00 9.75924222e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
